mc	mn	onset	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	staff	voice	volta
0	1	0	1/8		1/8	1		0	60	2	1	
0	1	0	1/2		1/2	1		0	72	1	1	
0	1	1/8	1/8		1/8	1		1	67	2	1	
0	1	1/4	1/8		1/8	1		4	64	2	1	
0	1	3/8	1/8		1/8	1		1	67	2	1	
0	1	1/2	1/8		1/8	1		0	60	2	1	
0	1	1/2	1/4		1/4	1		4	76	1	1	
0	1	5/8	1/8		1/8	1		1	67	2	1	
0	1	3/4	1/8		1/8	1		4	64	2	1	
0	1	3/4	1/4		1/4	1		1	79	1	1	
0	1	7/8	1/8		1/8	1		1	67	2	1	
1	2	0	1/8		1/8	1		2	62	2	1	
1	2	0	3/8		1/4	3/2		5	71	1	1	
1	2	1/8	1/8		1/8	1		1	67	2	1	
1	2	1/4	1/8		1/8	1		-1	65	2	1	
1	2	3/8	1/8		1/8	1		1	67	2	1	
1	2	3/8	1/16		1/16	1		0	72	1	1	
1	2	7/16	1/16		1/16	1		2	74	1	1	
1	2	1/2	1/8		1/8	1		0	60	2	1	
1	2	1/2	1/4		1/4	1		0	72	1	1	
1	2	5/8	1/8		1/8	1		1	67	2	1	
1	2	3/4	1/8		1/8	1		4	64	2	1	
1	2	7/8	1/8		1/8	1		1	67	2	1	
2	3	0	1/8		1/8	1		0	60	2	1	
2	3	0	1/2		1/2	1		3	81	1	1	
2	3	1/8	1/8		1/8	1		3	69	2	1	
2	3	1/4	1/8		1/8	1		-1	65	2	1	
2	3	3/8	1/8		1/8	1		3	69	2	1	
2	3	1/2	1/8		1/8	1		0	60	2	1	
2	3	1/2	1/4		1/4	1		1	79	1	1	
2	3	5/8	1/8		1/8	1		1	67	2	1	
2	3	3/4	1/8		1/8	1		4	64	2	1	
2	3	3/4	1/4		1/4	1		0	84	1	1	
2	3	7/8	1/8		1/8	1		1	67	2	1	
3	4	0	1/8		1/8	1		5	59	2	1	
3	4	0	1/4		1/4	1		1	79	1	1	
3	4	1/8	1/8		1/8	1		1	67	2	1	
3	4	1/4	1/8		1/8	1		2	62	2	1	
3	4	1/4	1/8		1/8	1		-1	77	1	1	
3	4	3/8	1/8		1/8	1		1	67	2	1	
3	4	3/8	1/16		1/16	1		4	76	1	1	
3	4	7/16	1/16		1/16	1		-1	77	1	1	
3	4	1/2	1/8		1/8	1		0	60	2	1	
3	4	1/2	1/4		1/4	1		4	76	1	1	
3	4	5/8	1/8		1/8	1		1	67	2	1	
3	4	3/4	1/8		1/8	1		4	64	2	1	
3	4	7/8	1/8		1/8	1		1	67	2	1	
4	5	0	1/4		1/4	1		-1	65	2	1	
4	5	0	1/8		1/8	1		3	69	1	1	
4	5	1/8	1/16		1/16	1		5	71	1	1	
4	5	3/16	1/16		1/16	1		0	72	1	1	
4	5	1/4	1/16		1/16	1		2	74	1	1	
4	5	5/16	1/16		1/16	1		4	76	1	1	
4	5	3/8	1/16		1/16	1		-1	77	1	1	
4	5	7/16	1/16		1/16	1		1	79	1	1	
4	5	1/2	1/16		1/16	1		3	81	1	1	
4	5	9/16	1/16		1/16	1		1	79	1	1	
4	5	5/8	1/16		1/16	1		-1	77	1	1	
4	5	11/16	1/16		1/16	1		4	76	1	1	
4	5	3/4	1/4		1/4	1		-1	53	2	1	
4	5	3/4	1/4		1/4	1		0	60	2	1	
4	5	3/4	1/16		1/16	1		2	74	1	1	
4	5	13/16	1/16		1/16	1		0	72	1	1	
4	5	7/8	1/16		1/16	1		5	71	1	1	
4	5	15/16	1/16		1/16	1		3	69	1	1	
5	6	0	1/4		1/4	1		4	52	2	1	
5	6	0	1/4		1/4	1		0	60	2	1	
5	6	0	1/8		1/8	1		1	67	1	1	
5	6	1/8	1/16		1/16	1		3	69	1	1	
5	6	3/16	1/16		1/16	1		5	71	1	1	
5	6	1/4	1/16		1/16	1		0	72	1	1	
5	6	5/16	1/16		1/16	1		2	74	1	1	
5	6	3/8	1/16		1/16	1		4	76	1	1	
5	6	7/16	1/16		1/16	1		-1	77	1	1	
5	6	1/2	1/16		1/16	1		1	79	1	1	
5	6	9/16	1/16		1/16	1		-1	77	1	1	
5	6	5/8	1/16		1/16	1		4	76	1	1	
5	6	11/16	1/16		1/16	1		2	74	1	1	
5	6	3/4	1/4		1/4	1		4	52	2	1	
5	6	3/4	1/4		1/4	1		0	60	2	1	
5	6	3/4	1/16		1/16	1		0	72	1	1	
5	6	13/16	1/16		1/16	1		5	71	1	1	
5	6	7/8	1/16		1/16	1		3	69	1	1	
5	6	15/16	1/16		1/16	1		1	67	1	1	
6	7	0	1/4		1/4	1		2	50	2	1	
6	7	0	1/4		1/4	1		0	60	2	1	
6	7	0	1/8		1/8	1		-1	65	1	1	
6	7	1/8	1/16		1/16	1		1	67	1	1	
6	7	3/16	1/16		1/16	1		3	69	1	1	
6	7	1/4	1/16		1/16	1		5	71	1	1	
6	7	5/16	1/16		1/16	1		0	72	1	1	
6	7	3/8	1/16		1/16	1		2	74	1	1	
6	7	7/16	1/16		1/16	1		4	76	1	1	
6	7	1/2	1/16		1/16	1		-1	77	1	1	
6	7	9/16	1/16		1/16	1		4	76	1	1	
6	7	5/8	1/16		1/16	1		2	74	1	1	
6	7	11/16	1/16		1/16	1		0	72	1	1	
6	7	3/4	1/4		1/4	1		2	50	2	1	
6	7	3/4	1/4		1/4	1		5	59	2	1	
6	7	3/4	1/16		1/16	1		5	71	1	1	
6	7	13/16	1/16		1/16	1		3	69	1	1	
6	7	7/8	1/16		1/16	1		1	67	1	1	
6	7	15/16	1/16		1/16	1		-1	65	1	1	
7	8	0	1/4		1/4	1		0	48	2	1	
7	8	0	1/4		1/4	1		0	60	2	1	
7	8	0	1/8		1/8	1		4	64	1	1	
7	8	1/8	1/16		1/16	1		-1	65	1	1	
7	8	3/16	1/16		1/16	1		1	67	1	1	
7	8	1/4	1/16		1/16	1		3	69	1	1	
7	8	5/16	1/16		1/16	1		5	71	1	1	
7	8	3/8	1/16		1/16	1		0	72	1	1	
7	8	7/16	1/16		1/16	1		2	74	1	1	
7	8	1/2	1/16		1/16	1		4	76	1	1	
7	8	9/16	1/16		1/16	1		2	74	1	1	
7	8	5/8	1/16		1/16	1		0	72	1	1	
7	8	11/16	1/16		1/16	1		5	71	1	1	
7	8	3/4	1/4		1/4	1		0	48	2	1	
7	8	3/4	1/4		1/4	1		4	52	2	1	
7	8	3/4	1/16		1/16	1		3	69	1	1	
7	8	13/16	1/16		1/16	1		1	67	1	1	
