mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	2/4	2	1	G.I{	G	I		I		I						{	M	0	0	0, 4, 1		0	0
1	1	1	0.5	1/4	1/4	2/4	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
1	1	3/2	0.5	3/8	3/8	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
2	2	2	0.5	0	0	2/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	2	5/2	0.5	1/8	1/8	2/4	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
2	2	3	1.0	1/4	1/4	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
3	3	4	0.5	0	0	2/4	2	1	IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
3	3	9/2	0.5	1/8	1/8	2/4	2	1	I64	G	I		I64		I		64					M	0	0	1, 0, 4		0	1
3	3	5	0.75	1/4	1/4	2/4	2	1	IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
3	3	23/4	0.25	7/16	7/16	2/4	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	4	6	0.5	0	0	2/4	2	1	viio	G	I		viio		vii	o						o	0	0	5, 2, -1		5	5
4	4	13/2	0.5	1/8	1/8	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
4	4	7	0.5	1/4	1/4	2/4	2	1	V(64)}	G	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
4	4	15/2	0.5	3/8	3/8	2/4	2	1	V|HC	G	I		V		V					HC		M	0	0	1, 5, 2		1	1
5	5	8	1.0	0	0	2/4	2	1	I{	G	I		I		I						{	M	0	0	0, 4, 1		0	0
