mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
0	1	-1	3/4	3/4	0	3	firstMeasure					1
1	2	-1	3/4	3/4	0	3						2
2	3	-1	3/4	3/4	0	2						3
3	4	-1	3/4	3/4	0	2						4
4	5	-1	3/4	3/4	0	3						5
5	6	-1	3/4	3/4	0	3						6
6	7	-1	3/4	3/4	0	4						7
7	8	-1	3/4	3/4	0	4						8
8	9	-1	3/4	3/4	0	3						9
9	10	-1	3/4	3/4	0	3						10
10	11	-1	3/4	3/4	0	3						11
11	12	-1	3/4	3/4	0	2						12
12	13	-1	3/4	3/4	0	2						13
13	14	-1	3/4	3/4	0	2						14
14	15	-1	3/4	3/4	0	3						15
15	16	-1	3/4	3/4	0	2						16
16	17	-1	3/4	3/4	0	3						17
17	18	-1	3/4	3/4	0	3						18
18	19	-1	3/4	3/4	0	3						19
19	20	-1	3/4	3/4	0	3						20
20	21	-1	3/4	3/4	0	3						21
21	22	-1	3/4	3/4	0	2						22
22	23	-1	3/4	3/4	0	3						23
23	24	-1	3/4	3/4	0	4						24
24	25	-1	3/4	3/4	0	3						25
25	26	-1	3/4	3/4	0	2						26
26	27	-1	3/4	3/4	0	2						27
27	28	-1	3/4	3/4	0	2						28
28	29	-1	3/4	3/4	0	3						29
29	30	-1	3/4	3/4	0	3						30
30	31	-1	3/4	3/4	0	3						31
31	32	-1	3/4	3/4	0	2						32
32	33	-1	3/4	3/4	0	2						33
33	34	-1	3/4	3/4	0	2						34
34	35	-1	3/4	3/4	0	2						35
35	36	-1	3/4	3/4	0	2						36
36	37	-1	3/4	3/4	0	3						37
37	38	-1	3/4	3/4	0	3						38
38	39	-1	3/4	3/4	0	4						39
39	40	-1	3/4	3/4	0	4						40
40	41	-1	3/4	3/4	0	3						41
41	42	-1	3/4	3/4	0	3						42
42	43	-1	3/4	3/4	0	3						43
43	44	-1	3/4	3/4	0	3						44
44	45	-1	3/4	3/4	0	2						45
45	46	-1	3/4	3/4	0	2						46
46	47	-1	3/4	3/4	0	2						47
47	48	-1	3/4	3/4	0	2						48
48	49	-1	3/4	3/4	0	3						49
49	50	-1	3/4	3/4	0	3						50
50	51	-1	3/4	3/4	0	3						51
51	52	-1	3/4	3/4	0	3						52
52	53	-1	3/4	3/4	0	2						53
53	54	-1	3/4	3/4	0	2						54
54	55	-1	3/4	3/4	0	2						55
55	56	-1	3/4	3/4	0	2						56
56	57	-1	3/4	3/4	0	3						57
57	58	-1	3/4	3/4	0	3						58
58	59	-1	3/4	3/4	0	4						59
59	60	-1	3/4	3/4	0	4						60
60	61	-1	3/4	3/4	0	3						61
61	62	-1	3/4	3/4	0	3						62
62	63	-1	3/4	3/4	0	3						63
63	64	-1	3/4	3/4	0	3						64
64	65	-1	3/4	3/4	0	3						65
65	66	-1	3/4	3/4	0	3						66
66	67	-1	3/4	3/4	0	3						67
67	68	-1	3/4	3/4	0	3						68
68	69	-1	3/4	3/4	0	3						69
69	70	-1	3/4	3/4	0	3						70
70	71	-1	3/4	3/4	0	3						71
71	72	-1	3/4	3/4	0	3						72
72	73	-1	3/4	3/4	0	3						73
73	74	-1	3/4	3/4	0	3						74
74	75	-1	3/4	3/4	0	3						75
75	76	-1	3/4	3/4	0	3						76
76	77	-1	3/4	3/4	0	3						77
77	78	-1	3/4	3/4	0	3						78
78	79	-1	3/4	3/4	0	2	lastMeasure		end			
