mc	mn	keysig	timesig	act_dur	mc_offset	breaks	repeats	volta	barline	numbering_offset	dont_count	next
1	0	-1	3/4	1/4	1/2		firstMeasure				1	2
2	1	-1	3/4	3/4	0							3
3	2	-1	3/4	3/4	0							4
4	3	-1	3/4	3/4	0							5
5	4	-1	3/4	3/4	0							6
6	5	-1	3/4	3/4	0							7
7	6	-1	3/4	3/4	0							8
8	7	-1	3/4	3/4	0							9
9	8	-1	3/4	3/4	0							10
10	9	-1	3/4	3/4	0							11
11	10	-1	3/4	3/4	0							12
12	11	-1	3/4	3/4	0							13
13	12	-1	3/4	3/4	0							14
14	13	-1	3/4	3/4	0							15
15	14	-1	3/4	3/4	0							16
16	15	-1	3/4	3/4	0							17
17	16	-1	3/4	3/4	0							18
18	17	-1	3/4	3/4	0							19
19	18	-1	3/4	3/4	0							20
20	19	-1	3/4	3/4	0							21
21	20	-1	3/4	3/4	0							22
22	21	-1	3/4	3/4	0							23
23	22	-1	3/4	3/4	0							24
24	23	-1	3/4	3/4	0							25
25	24	-1	3/4	3/4	0							26
26	25	-1	3/4	3/4	0							27
27	26	-1	3/4	3/4	0							28
28	27	-1	3/4	3/4	0							29
29	28	-1	3/4	3/4	0							30
30	29	-1	3/4	3/4	0							31
31	30	-1	3/4	3/4	0							32
32	31	-1	3/4	1/2	0	line	end					1, 33
33	31	-1	3/4	1/4	1/2						1	34
34	32	-1	3/4	3/4	0							35
35	33	-1	3/4	3/4	0							36
36	34	-1	3/4	3/4	0							37
37	35	-1	3/4	3/4	0							38
38	36	-1	3/4	3/4	0							39
39	37	-1	3/4	3/4	0							40
40	38	-1	3/4	3/4	0							41
41	39	-1	3/4	3/4	0							42
42	40	-1	3/4	3/4	0							43
43	41	-1	3/4	3/4	0							44
44	42	-1	3/4	3/4	0							45
45	43	-1	3/4	3/4	0							46
46	44	-1	3/4	3/4	0							47
47	45	-1	3/4	3/4	0							48
48	46	-1	3/4	3/4	0							49
49	47	-1	3/4	3/4	0							50
50	48	-1	3/4	3/4	0							51
51	49	-1	3/4	3/4	0							52
52	50	-1	3/4	3/4	0							53
53	51	-1	3/4	3/4	0							54
54	52	-1	3/4	3/4	0							55
55	53	-1	3/4	3/4	0							56
56	54	-1	3/4	3/4	0							57
57	55	-1	3/4	3/4	0							58
58	56	-1	3/4	3/4	0							59
59	57	-1	3/4	3/4	0							60
60	58	-1	3/4	3/4	0							61
61	59	-1	3/4	3/4	0							62
62	60	-1	3/4	3/4	0							63
63	61	-1	3/4	3/4	0							64
64	62	-1	3/4	3/4	0							65
65	63	-1	3/4	3/4	0							66
66	64	-1	3/4	3/4	0							67
67	65	-1	3/4	3/4	0							68
68	66	-1	3/4	3/4	0							69
69	67	-1	3/4	3/4	0							70
70	68	-1	3/4	3/4	0							71
71	69	-1	3/4	3/4	0							72
72	70	-1	3/4	3/4	0							73
73	71	-1	3/4	3/4	0							74
74	72	-1	3/4	3/4	0							75
75	73	-1	3/4	3/4	0							76
76	74	-1	3/4	3/4	0							77
77	75	-1	3/4	3/4	0							78
78	76	-1	3/4	3/4	0							79
79	77	-1	3/4	3/4	0							80
80	78	-1	3/4	3/4	0							81
81	79	-1	3/4	3/4	0							82
82	80	-1	3/4	3/4	0							83
83	81	-1	3/4	3/4	0							84
84	82	-1	3/4	3/4	0							85
85	83	-1	3/4	3/4	0							86
86	84	-1	3/4	3/4	0							87
87	85	-1	3/4	3/4	0							88
88	86	-1	3/4	3/4	0		lastMeasure					-1
